14	1
11	1
02	1
09	1
13	1
18	1
19	1
18	1
07	1
14	1
08	1
13	1
23	1
13	1
21	1
17	1
15	1
17	1
01	1
23	1
22	1
08	1
15	1
13	1
10	1
21	1
12	1
13	1
23	1
02	1
20	1
14	1
20	1
20	1
13	1
05	1
12	1
01	1
08	1
20	1
20	1
23	1
12	1
22	1
11	1
09	1
01	1
18	1
12	1
00	1
16	1
23	1
01	1
21	1
09	1
10	1
20	1
14	1
21	1
23	1
14	1
17	1
19	1
22	1
18	1
08	1
18	1
00	1
21	1
00	1
22	1
22	1
13	1
21	1
17	1
09	1
15	1
10	1
16	1
18	1
14	1
01	1
23	1
17	1
20	1
12	1
13	1
16	1
21	1
15	1
17	1
12	1
22	1
14	1
09	1
01	1
21	1
21	1
15	1
18	1
11	1
22	1
15	1
19	1
01	1
21	1
15	1
12	1
17	1
22	1
22	1
09	1
18	1
08	1
09	1
23	1
12	1
09	1
17	1
20	1
15	1
11	1
08	1
19	1
22	1
19	1
23	1
18	1
18	1
17	1
17	1
21	1
21	1
21	1
09	1
16	1
20	1
10	1
21	1
11	1
16	1
12	1
18	1
07	1
11	1
02	1
00	1
01	1
17	1
00	1
22	1
07	1
07	1
16	1
20	1
23	1
22	1
19	1
18	1
23	1
00	1
19	1
15	1
16	1
14	1
01	1
15	1
19	1
16	1
13	1
16	1
14	1
23	1
18	1
18	1
11	1
14	1
17	1
17	1
11	1
23	1
21	1
16	1
21	1
16	1
19	1
17	1
11	1
13	1
15	1
16	1
07	1
20	1
22	1
17	1
22	1
20	1
21	1
21	1
21	1
10	1
07	1
11	1
22	1
18	1
10	1
14	1
15	1
17	1
16	1
17	1
19	1
15	1
09	1
11	1
15	1
16	1
11	1
19	1
10	1
09	1
14	1
01	1
09	1
11	1
15	1
10	1
18	1
14	1
09	1
13	1
07	1
19	1
16	1
13	1
16	1
17	1
20	1
13	1
21	1
21	1
19	1
12	1
20	1
16	1
14	1
00	1
18	1
02	1
21	1
22	1
12	1
15	1
16	1
14	1
04	1
22	1
09	1
06	1
10	1
09	1
16	1
23	1
15	1
19	1
22	1
20	1
20	1
21	1
13	1
12	1
07	1
08	1
16	1
06	1
18	1
10	1
16	1
22	1
12	1
10	1
10	1
10	1
22	1
12	1
12	1
16	1
07	1
22	1
20	1
17	1
15	1
17	1
21	1
19	1
07	1
12	1
14	1
23	1
09	1
11	1
14	1
14	1
23	1
15	1
16	1
16	1
19	1
21	1
21	1
23	1
17	1
16	1
21	1
18	1
21	1
16	1
13	1
00	1
11	1
15	1
10	1
